Year,Country,Medal,Value Points
2010,AUT,Silver,2
2010,AUT,Bronze,1
2010,NED,Gold,3
2010,RUS,Silver,2
2010,USA,Bronze,1
2010,USA,Gold,3
2010,FIN,Silver,2
2010,USA,Bronze,1
2010,AUS,Gold,3
2010,USA,Silver,2
2010,FRA,Bronze,1
2010,USA,Gold,3
2010,CAN,Silver,2
2010,SUI,Bronze,1
2010,CAN,Gold,3
2010,FRA,Silver,2
2014,AUT,Silver,2
2014,CZE,Bronze,1
2014,NOR,Gold,3
2014,CZE,Silver,2
2014,FRA,Bronze,1
2014,FRA,Gold,3
2014,CZE,Bronze,1
2014,FRA,Silver,2
2014,NOR,Gold,3
2014,FRA,Gold,3
2014,GER,Silver,2
2014,RUS,Bronze,1
2014,AUT,Bronze,1
2014,AUT,Bronze,1
2014,AUT,Bronze,1
2014,AUT,Bronze,1
2014,GER,Silver,2
2014,GER,Silver,2
2014,GER,Silver,2
2014,GER,Silver,2
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,CZE,Silver,2
2014,CZE,Silver,2
2014,ITA,Bronze,1
2014,ITA,Bronze,1
2014,NOR,Gold,3
2014,NOR,Gold,3
2014,BLR,Gold,3
2014,NOR,Silver,2
2014,SLO,Bronze,1
2014,BLR,Gold,3
2014,CZE,Silver,2
2014,NOR,Bronze,1
2014,BLR,Gold,3
2014,BLR,Bronze,1
2014,SUI,Silver,2
2014,NOR,Bronze,1
2014,NOR,Bronze,1
2014,NOR,Bronze,1
2014,NOR,Bronze,1
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,UKR,Gold,3
2014,UKR,Gold,3
2014,UKR,Gold,3
2014,UKR,Gold,3
2014,RUS,Silver,2
2014,SVK,Gold,3
2014,UKR,Bronze,1
2014,CZE,Silver,2
2014,CZE,Silver,2
2014,ITA,Bronze,1
2014,ITA,Bronze,1
2014,NOR,Gold,3
2014,NOR,Gold,3
2014,LAT,Silver,2
2014,LAT,Silver,2
2014,LAT,Silver,2
2014,LAT,Silver,2
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,SUI,Silver,2
2014,SUI,Silver,2
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,USA,Silver,2
2014,USA,Silver,2
2014,LAT,Silver,2
2014,RUS,Gold,3
2014,USA,Bronze,1
2014,GBR,Gold,3
2014,RUS,Bronze,1
2014,USA,Silver,2
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,GBR,Silver,2
2014,GBR,Silver,2
2014,GBR,Silver,2
2014,GBR,Silver,2
2014,GBR,Silver,2
2014,SWE,Bronze,1
2014,SWE,Bronze,1
2014,SWE,Bronze,1
2014,SWE,Bronze,1
2014,SWE,Bronze,1
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,GBR,Bronze,1
2014,GBR,Bronze,1
2014,GBR,Bronze,1
2014,GBR,Bronze,1
2014,GBR,Bronze,1
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,FIN,Bronze,1
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,SWE,Silver,2
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,CAN,Gold,3
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,SUI,Bronze,1
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,AUT,Silver,2
2014,AUT,Silver,2
2014,GER,Gold,3
2014,GER,Gold,3
2014,LAT,Bronze,1
2014,LAT,Bronze,1
2014,GER,Gold,3
2014,GER,Gold,3
2014,GER,Gold,3
2014,LAT,Bronze,1
2014,LAT,Bronze,1
2014,LAT,Bronze,1
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,GER,Gold,3
2014,ITA,Bronze,1
2014,RUS,Silver,2
2014,GER,Gold,3
2014,LAT,Bronze,1
2014,RUS,Silver,2
2014,GER,Gold,3
2014,GER,Silver,2
2014,USA,Bronze,1
2014,CAN,Silver,2
2014,RUS,Bronze,1
2014,USA,Gold,3
2014,CAN,Silver,2
2014,JPN,Gold,3
2014,KAZ,Bronze,1
2014,GER,Bronze,1
2014,RUS,Silver,2
2014,RUS,Gold,3
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,CAN,Silver,2
2014,RUS,Bronze,1
2014,USA,Gold,3
2014,ITA,Bronze,1
2014,KOR,Silver,2
2014,RUS,Gold,3
2014,GER,Bronze,1
2014,RUS,Silver,2
2014,RUS,Gold,3
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,USA,Bronze,1
2014,NED,Bronze,1
2014,RUS,Gold,3
2014,RUS,Silver,2
2014,CAN,Gold,3
2014,CHN,Silver,2
2014,RUS,Bronze,1
2014,CHN,Bronze,1
2014,CHN,Bronze,1
2014,CHN,Bronze,1
2014,CHN,Bronze,1
2014,CHN,Bronze,1
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,RUS,Gold,3
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,USA,Silver,2
2014,CAN,Bronze,1
2014,CHN,Silver,2
2014,RUS,Gold,3
2014,CHN,Silver,2
2014,KOR,Gold,3
2014,KOR,Bronze,1
2014,CHN,Gold,3
2014,ITA,Bronze,1
2014,KOR,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,CAN,Silver,2
2014,ITA,Bronze,1
2014,ITA,Bronze,1
2014,ITA,Bronze,1
2014,ITA,Bronze,1
2014,KOR,Gold,3
2014,KOR,Gold,3
2014,KOR,Gold,3
2014,KOR,Gold,3
2014,KOR,Gold,3
2014,CHN,Gold,3
2014,ITA,Silver,2
2014,KOR,Bronze,1
2014,NED,Gold,3
2014,NED,Bronze,1
2014,NED,Silver,2
2014,CAN,Silver,2
2014,NED,Gold,3
2014,NED,Bronze,1
2014,CAN,Bronze,1
2014,NED,Silver,2
2014,POL,Gold,3
2014,NED,Bronze,1
2014,NED,Silver,2
2014,NED,Gold,3
2014,NED,Gold,3
2014,NED,Bronze,1
2014,NED,Silver,2
2014,KOR,Silver,2
2014,KOR,Silver,2
2014,KOR,Silver,2
2014,NED,Gold,3
2014,NED,Gold,3
2014,NED,Gold,3
2014,POL,Bronze,1
2014,POL,Bronze,1
2014,POL,Bronze,1
2014,CHN,Gold,3
2014,NED,Bronze,1
2014,NED,Silver,2
2014,NED,Gold,3
2014,NED,Bronze,1
2014,NED,Silver,2
2014,CZE,Silver,2
2014,NED,Gold,3
2014,RUS,Bronze,1
2014,CZE,Gold,3
2014,NED,Bronze,1
2014,NED,Silver,2
2014,KOR,Gold,3
2014,NED,Bronze,1
2014,RUS,Silver,2
2014,NED,Gold,3
2014,NED,Gold,3
2014,NED,Gold,3
2014,NED,Gold,3
2014,POL,Silver,2
2014,POL,Silver,2
2014,POL,Silver,2
2014,POL,Silver,2
2014,RUS,Bronze,1
2014,RUS,Bronze,1
2014,RUS,Bronze,1
2014,RUS,Bronze,1
2014,AUT,Gold,3
2014,ITA,Silver,2
2014,NOR,Bronze,1
2014,FRA,Silver,2
2014,FRA,Bronze,1
2014,USA,Gold,3
2014,AUT,Silver,2
2014,AUT,Gold,3
2014,NOR,Bronze,1
2014,CRO,Silver,2
2014,ITA,Bronze,1
2014,SUI,Gold,3
2014,CAN,Bronze,1
2014,NOR,Gold,3
2014,USA,Bronze,1
2014,USA,Silver,2
2014,SLO,Gold,3
2014,SUI,Gold,3
2014,SUI,Bronze,1
2014,AUT,Silver,2
2014,GER,Bronze,1
2014,SLO,Gold,3
2014,AUT,Silver,2
2014,AUT,Bronze,1
2014,USA,Gold,3
2014,AUT,Silver,2
2014,GER,Gold,3
2014,USA,Bronze,1
2014,AUT,Gold,3
2014,AUT,Bronze,1
2014,GER,Silver,2
2014,SUI,Gold,3
2014,SWE,Silver,2
2014,SWE,Bronze,1
2014,FRA,Bronze,1
2014,FRA,Bronze,1
2014,FRA,Bronze,1
2014,FRA,Bronze,1
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,SWE,Gold,3
2014,SWE,Gold,3
2014,SWE,Gold,3
2014,SWE,Gold,3
2014,RUS,Bronze,1
2014,RUS,Gold,3
2014,RUS,Silver,2
2014,NOR,Bronze,1
2014,SUI,Gold,3
2014,SWE,Silver,2
2014,NOR,Gold,3
2014,SWE,Bronze,1
2014,SWE,Silver,2
2014,FIN,Gold,3
2014,FIN,Gold,3
2014,RUS,Silver,2
2014,RUS,Silver,2
2014,SWE,Bronze,1
2014,SWE,Bronze,1
2014,NOR,Bronze,1
2014,POL,Gold,3
2014,SWE,Silver,2
2014,NOR,Gold,3
2014,NOR,Silver,2
2014,NOR,Bronze,1
2014,FIN,Silver,2
2014,FIN,Silver,2
2014,FIN,Silver,2
2014,FIN,Silver,2
2014,GER,Bronze,1
2014,GER,Bronze,1
2014,GER,Bronze,1
2014,GER,Bronze,1
2014,SWE,Gold,3
2014,SWE,Gold,3
2014,SWE,Gold,3
2014,SWE,Gold,3
2014,NOR,Gold,3
2014,NOR,Bronze,1
2014,SWE,Silver,2
2014,NOR,Gold,3
2014,NOR,Silver,2
2014,SLO,Bronze,1
2014,FIN,Silver,2
2014,FIN,Silver,2
2014,NOR,Gold,3
2014,NOR,Gold,3
2014,SWE,Bronze,1
2014,SWE,Bronze,1
2014,AUS,Silver,2
2014,BLR,Gold,3
2014,CHN,Bronze,1
2014,CAN,Gold,3
2014,CAN,Silver,2
2014,RUS,Bronze,1
2014,FRA,Silver,2
2014,FRA,Gold,3
2014,FRA,Bronze,1
2014,CAN,Silver,2
2014,FRA,Bronze,1
2014,USA,Gold,3
2014,USA,Gold,3
2014,USA,Bronze,1
2014,USA,Silver,2
2014,AUS,Bronze,1
2014,BLR,Gold,3
2014,CHN,Silver,2
2014,CAN,Silver,2
2014,CAN,Gold,3
2014,USA,Bronze,1
2014,CAN,Silver,2
2014,CAN,Gold,3
2014,SWE,Bronze,1
2014,FRA,Silver,2
2014,JPN,Bronze,1
2014,USA,Gold,3
2014,CAN,Gold,3
2014,CAN,Bronze,1
2014,USA,Silver,2
2014,GER,Gold,3
2014,JPN,Silver,2
2014,NOR,Bronze,1
2014,GER,Bronze,1
2014,NOR,Gold,3
2014,NOR,Silver,2
2014,AUT,Bronze,1
2014,AUT,Bronze,1
2014,AUT,Bronze,1
2014,AUT,Bronze,1
2014,GER,Silver,2
2014,GER,Silver,2
2014,GER,Silver,2
2014,GER,Silver,2
2014,NOR,Gold,3
2014,NOR,Gold,3
2014,NOR,Gold,3
2014,NOR,Gold,3
2014,JPN,Silver,2
2014,POL,Gold,3
2014,SLO,Bronze,1
2014,NOR,Bronze,1
2014,POL,Gold,3
2014,SLO,Silver,2
2014,AUT,Silver,2
2014,AUT,Silver,2
2014,AUT,Silver,2
2014,AUT,Silver,2
2014,GER,Gold,3
2014,GER,Gold,3
2014,GER,Gold,3
2014,GER,Gold,3
2014,JPN,Bronze,1
2014,JPN,Bronze,1
2014,JPN,Bronze,1
2014,JPN,Bronze,1
2014,AUT,Silver,2
2014,FRA,Bronze,1
2014,GER,Gold,3
2014,RUS,Gold,3
2014,SLO,Bronze,1
2014,SUI,Silver,2
2014,JPN,Silver,2
2014,JPN,Bronze,1
2014,SUI,Gold,3
2014,AUT,Bronze,1
2014,RUS,Gold,3
2014,SLO,Silver,2
2014,CAN,Bronze,1
2014,NOR,Silver,2
2014,USA,Gold,3
2014,FRA,Gold,3
2014,RUS,Silver,2
2014,USA,Bronze,1
2014,JPN,Silver,2
2014,RUS,Bronze,1
2014,SUI,Gold,3
2014,AUS,Silver,2
2014,USA,Bronze,1
2014,USA,Gold,3
2014,AUT,Gold,3
2014,GER,Silver,2
2014,GER,Bronze,1
2014,FIN,Silver,2
2014,GBR,Bronze,1
2014,USA,Gold,3
2014,CAN,Silver,2
2014,CZE,Gold,3
2014,FRA,Bronze,1
